track_id,label,start_frame,end_frame,length_pts,path_length_px,avg_speed_px_per_frame
279,car,27,43,17,51.03,3.189
280,truck,27,63,37,167.18,4.644
281,car,27,89,63,136.54,2.202
282,car,27,29,3,0.45,0.226
283,car,27,89,63,273.67,4.414
284,truck,27,29,3,0.26,0.129
285,car,27,56,30,39.32,1.356
286,car,27,37,11,10.88,1.088
287,car,27,57,31,25.3,0.843
288,car,28,52,25,175.23,7.301
289,bus,27,70,44,335.6,7.805
291,car,30,89,60,380.29,6.446
292,person,28,30,3,0.3,0.151
293,truck,29,31,3,0.18,0.089
294,car,31,33,3,0.29,0.145
295,car,31,33,3,2.69,1.344
296,car,31,33,3,1.17,0.583
297,car,31,89,59,381.39,6.576
298,car,31,89,59,507.81,8.755
299,car,31,33,3,0.54,0.269
300,car,31,33,3,0.36,0.178
301,truck,31,33,3,0.17,0.084
302,car,31,69,39,295.42,7.774
303,car,31,89,59,499.96,8.62
304,car,31,33,3,0.41,0.203
305,car,31,89,59,595.87,10.274
306,car,31,33,3,0.27,0.137
307,car,32,34,3,0.45,0.224
308,bus,32,34,3,2.01,1.007
309,car,32,34,3,0.23,0.115
310,car,32,44,13,0.0,0.0
311,car,33,35,3,0.5,0.249
312,truck,33,35,3,0.56,0.28
313,car,33,35,3,0.23,0.114
314,person,34,47,14,0.19,0.015
315,truck,34,36,3,1.31,0.654
318,bus,35,37,3,3.47,1.735
319,truck,35,37,3,0.22,0.112
320,car,37,89,53,731.28,14.063
321,car,36,61,26,10.61,0.425
322,car,35,53,19,3.08,0.171
324,truck,36,38,3,1.03,0.516
325,person,36,39,4,0.3,0.101
326,car,37,39,3,0.4,0.201
327,truck,37,39,3,0.88,0.442
328,car,37,89,53,220.21,4.235
331,truck,38,43,6,5.04,1.008
333,car,38,40,3,0.72,0.361
334,car,38,40,3,1.31,0.656
335,car,38,40,3,0.97,0.484
336,bus,39,89,51,136.77,2.735
337,truck,39,41,3,0.58,0.289
338,truck,39,53,15,2.8,0.2
339,car,39,89,51,215.01,4.3
340,car,39,41,3,0.28,0.139
343,truck,40,42,3,0.86,0.429
346,bus,41,43,3,1.09,0.543
347,truck,44,65,22,65.37,3.113
348,car,41,89,49,276.49,5.76
350,truck,42,44,3,0.95,0.477
351,car,44,87,44,524.08,12.188
352,car,43,45,3,0.19,0.093
353,car,43,89,47,342.53,7.446
354,truck,43,45,3,0.46,0.228
355,truck,43,46,4,0.51,0.169
356,truck,43,89,47,973.83,21.17
357,person,43,77,35,161.07,4.737
359,car,45,63,19,63.36,3.52
360,car,44,55,12,15.48,1.408
361,car,44,89,46,554.74,12.327
362,car,44,46,3,0.52,0.262
363,car,45,87,43,167.97,3.999
364,bus,45,47,3,0.27,0.135
365,car,45,69,25,12.8,0.533
366,truck,45,75,31,136.46,4.549
367,car,45,47,3,0.07,0.033
369,car,46,48,3,0.51,0.255
370,truck,46,48,3,1.85,0.926
