frame,track_id,future_step,future_frame,future_x,future_y,sigma_x,sigma_y
4,5,12,16,542.31,214.33,8.90,22.50
4,5,13,17,542.31,214.32,9.26,23.40
4,5,14,18,542.31,214.32,9.60,24.26
4,5,15,19,542.31,214.32,9.93,25.10
4,6,1,5,603.44,223.72,4.48,9.26
4,6,2,6,603.44,223.72,5.72,11.80
4,6,3,7,603.44,223.72,6.73,13.88
4,6,4,8,603.44,223.72,7.62,15.70
4,6,5,9,603.43,223.72,8.41,17.33
4,6,6,10,603.43,223.71,9.14,18.83
4,6,7,11,603.43,223.71,9.81,20.22
4,6,8,12,603.43,223.71,10.45,21.53
4,6,9,13,603.43,223.71,11.05,22.77
4,6,10,14,603.43,223.71,11.62,23.94
4,6,11,15,603.42,223.71,12.16,25.07
4,6,12,16,603.42,223.71,12.68,26.15
4,6,13,17,603.42,223.71,13.19,27.19
4,6,14,18,603.42,223.71,13.68,28.20
4,6,15,19,603.42,223.71,14.15,29.17
4,7,1,5,497.30,202.13,3.04,3.01
4,7,2,6,497.30,202.13,3.87,3.83
4,7,3,7,497.30,202.13,4.56,4.51
4,7,4,8,497.30,202.12,5.15,5.10
4,7,5,9,497.30,202.12,5.69,5.63
4,7,6,10,497.30,202.12,6.18,6.11
4,7,7,11,497.30,202.12,6.64,6.57
4,7,8,12,497.30,202.12,7.07,6.99
4,7,9,13,497.30,202.12,7.47,7.39
4,7,10,14,497.30,202.11,7.86,7.77
4,7,11,15,497.30,202.11,8.23,8.14
4,7,12,16,497.30,202.11,8.58,8.49
4,7,13,17,497.30,202.11,8.93,8.83
4,7,14,18,497.30,202.11,9.26,9.15
4,7,15,19,497.30,202.10,9.58,9.47
4,8,1,5,580.36,214.80,2.08,8.06
4,8,2,6,580.36,214.80,2.62,10.28
4,8,3,7,580.36,214.80,3.07,12.11
4,8,4,8,580.36,214.80,3.47,13.70
4,8,5,9,580.36,214.80,3.82,15.13
4,8,6,10,580.36,214.79,4.15,16.43
4,8,7,11,580.36,214.79,4.45,17.65
4,8,8,12,580.36,214.79,4.73,18.79
4,8,9,13,580.36,214.79,5.00,19.87
4,8,10,14,580.36,214.79,5.26,20.90
4,8,11,15,580.36,214.79,5.51,21.89
4,8,12,16,580.36,214.79,5.74,22.83
4,8,13,17,580.36,214.78,5.97,23.74
4,8,14,18,580.36,214.78,6.19,24.62
4,8,15,19,580.36,214.78,6.40,25.48
4,9,1,5,286.78,194.47,3.51,3.83
4,9,2,6,286.78,194.47,4.46,4.87
4,9,3,7,286.78,194.47,5.24,5.72
4,9,4,8,286.78,194.47,5.92,6.46
4,9,5,9,286.78,194.47,6.53,7.13
4,9,6,10,286.78,194.47,7.09,7.74
4,9,7,11,286.78,194.47,7.61,8.31
4,9,8,12,286.78,194.47,8.10,8.85
4,9,9,13,286.78,194.47,8.57,9.35
4,9,10,14,286.78,194.47,9.01,9.84
4,9,11,15,286.78,194.47,9.43,10.30
4,9,12,16,286.78,194.47,9.84,10.74
4,9,13,17,286.78,194.47,10.23,11.17
4,9,14,18,286.77,194.47,10.61,11.58
4,9,15,19,286.77,194.47,10.97,11.98
4,10,1,5,113.33,198.58,1.99,3.27
4,10,2,6,113.33,198.59,2.54,4.24
4,10,3,7,113.33,198.59,2.99,5.02
4,10,4,8,113.33,198.60,3.38,5.70
4,10,5,9,113.33,198.60,3.74,6.31
4,10,6,10,113.33,198.61,4.06,6.87
4,10,7,11,113.33,198.61,4.36,7.39
4,10,8,12,113.33,198.61,4.64,7.87
4,10,9,13,113.33,198.62,4.90,8.33
4,10,10,14,113.33,198.62,5.16,8.76
4,10,11,15,113.33,198.63,5.40,9.18
4,10,12,16,113.33,198.63,5.63,9.58
4,10,13,17,113.33,198.64,5.85,9.96
4,10,14,18,113.33,198.64,6.07,10.33
4,10,15,19,113.33,198.65,6.27,10.69
5,2,1,6,208.66,229.11,9.92,6.45
5,2,2,7,208.64,229.11,12.70,8.22
5,2,3,8,208.63,229.11,14.97,9.68
