frame,track_id,future_step,future_frame,future_x,future_y,sigma_x,sigma_y
5,4,12,17,533.17,219.31,92.35,37.98
5,4,13,18,533.17,219.31,96.12,39.54
5,4,14,19,533.17,219.31,99.75,41.03
5,4,15,20,533.17,219.31,103.25,42.47
5,5,1,6,608.04,225.75,30.40,11.29
5,5,2,7,608.04,225.75,43.00,15.96
5,5,3,8,608.04,225.75,52.66,19.55
5,5,4,9,608.04,225.75,60.80,22.57
5,5,5,10,608.04,225.75,67.98,25.24
5,5,6,11,608.04,225.75,74.47,27.65
5,5,7,12,608.04,225.75,80.44,29.86
5,5,8,13,608.04,225.75,85.99,31.93
5,5,9,14,608.04,225.75,91.21,33.86
5,5,10,15,608.04,225.75,96.14,35.69
5,5,11,16,608.04,225.75,100.83,37.44
5,5,12,17,608.04,225.75,105.32,39.10
5,5,13,18,608.04,225.75,109.62,40.70
5,5,14,19,608.04,225.75,113.75,42.23
5,5,15,20,608.04,225.75,117.75,43.72
5,7,1,6,242.51,196.41,12.13,9.82
5,7,2,7,242.51,196.41,17.15,13.89
5,7,3,8,242.51,196.41,21.00,17.01
5,7,4,9,242.51,196.41,24.25,19.64
5,7,5,10,242.51,196.41,27.11,21.96
5,7,6,11,242.51,196.41,29.70,24.05
5,7,7,12,242.51,196.41,32.08,25.98
5,7,8,13,242.51,196.41,34.30,27.78
5,7,9,14,242.51,196.41,36.38,29.46
5,7,10,15,242.51,196.41,38.34,31.05
5,7,11,16,242.51,196.41,40.22,32.57
5,7,12,17,242.51,196.41,42.00,34.02
5,7,13,18,242.51,196.41,43.72,35.41
5,7,14,19,242.51,196.41,45.37,36.74
5,7,15,20,242.51,196.41,46.96,38.03
5,8,1,6,627.56,223.78,54.35,19.38
5,8,2,7,627.56,223.78,62.76,22.38
5,8,3,8,627.56,223.78,70.16,25.02
5,8,4,9,627.56,223.78,76.86,27.41
5,8,5,10,627.56,223.78,83.02,29.60
5,8,6,11,627.56,223.78,88.75,31.65
5,8,7,12,627.56,223.78,94.13,33.57
5,8,8,13,627.56,223.78,99.23,35.38
5,8,9,14,627.56,223.78,104.07,37.11
5,8,10,15,627.56,223.78,108.70,38.76
5,8,11,16,627.56,223.78,113.13,40.34
5,8,12,17,627.56,223.78,117.41,41.86
5,8,13,18,627.56,223.78,121.53,43.33
5,8,14,19,627.56,223.78,125.51,44.76
5,8,15,20,627.56,223.78,129.37,46.13
5,9,1,6,69.38,167.28,3.47,8.36
5,9,2,7,69.38,167.28,4.91,11.83
5,9,3,8,69.38,167.28,6.01,14.49
5,9,4,9,69.38,167.28,6.94,16.73
5,9,5,10,69.38,167.28,7.76,18.70
5,9,6,11,69.38,167.28,8.50,20.49
5,9,7,12,69.38,167.28,9.18,22.13
5,9,8,13,69.38,167.28,9.81,23.66
5,9,9,14,69.38,167.28,10.41,25.09
5,9,10,15,69.38,167.28,10.97,26.45
5,9,11,16,69.38,167.28,11.50,27.74
5,9,12,17,69.38,167.28,12.02,28.97
5,9,13,18,69.38,167.28,12.51,30.16
5,9,14,19,69.38,167.28,12.98,31.30
5,9,15,20,69.38,167.28,13.43,32.39
5,10,1,6,62.56,176.49,3.13,8.82
5,10,2,7,62.56,176.49,4.42,12.48
5,10,3,8,62.56,176.49,5.42,15.28
5,10,4,9,62.56,176.49,6.26,17.65
5,10,5,10,62.56,176.49,6.99,19.73
5,10,6,11,62.56,176.49,7.66,21.62
5,10,7,12,62.56,176.49,8.28,23.35
5,10,8,13,62.56,176.49,8.85,24.96
5,10,9,14,62.56,176.49,9.38,26.47
5,10,10,15,62.56,176.49,9.89,27.91
5,10,11,16,62.56,176.49,10.37,29.27
5,10,12,17,62.56,176.49,10.84,30.57
5,10,13,18,62.56,176.49,11.28,31.82
5,10,14,19,62.56,176.49,11.70,33.02
5,10,15,20,62.56,176.49,12.11,34.18
5,11,1,6,541.29,184.90,38.27,13.07
5,11,2,7,541.29,184.90,46.88,16.01
5,11,3,8,541.29,184.90,54.13,18.49
5,11,4,9,541.29,184.90,60.52,20.67
5,11,5,10,541.29,184.90,66.29,22.65
