TimeSec,SensorId,SensorType,RangeM,BearingRad,WorldX,WorldY,ExtentM,IsGhost,TrueId
41.5,6,UGV,14,1.99699835307558,34.2121819345286,17.7475943628986,1.4,1,0
42,1,UAV,28.1934166355777,0.759098975897471,30.4530959812475,29.4046284779984,0.881588073819848,0,1
42,1,UAV,31,0.540183660255185,36.5860414570873,25.9430988092665,1.4,1,0
42,2,UAV,44.0677796031648,2.690266885372,30.3447426935692,29.2205558482025,1.01610916865956,0,1
42,2,UAV,41.5892091082948,1.92911733710806,55.4145655344998,48.9477523832386,3.68382643630698,0,2
42,3,UAV,41.7667682831706,-1.79213497818733,30.8306985419344,29.2521553503602,0.990012435457651,0,1
42,3,UAV,26.0142160503002,-0.925768143351662,55.640291938517,49.2124868060257,3.29765839349621,0,2
42,3,UAV,12,-2.28300164692441,32.1579446163888,60.9169296292292,0.7,1,0
42,4,UGV,26.9993067049513,-0.606013023001373,30.1914188422112,29.6213299561509,0.629630121621222,0,1
42,5,UGV,44.2591613318281,-2.78993429341675,30.4493765964596,29.7547037885799,1.00298679517123,0,1
42,5,UGV,16.872165984392,2.89657670350627,55.6317473024182,49.0927116479152,3.43202288864728,0,2
42,5,UGV,18,1.1769983530756,78.9065720090951,61.6222520460732,1.4,1,0
42,6,UGV,26.3143875179514,1.95844202305379,30.0529024101377,29.3619014032705,0.865206334468412,0,1
42.5,1,UAV,28.3484745427561,0.75770709161726,30.5927213514699,29.4827060810866,0.525112719218744,0,1
42.5,2,UAV,44.0286384293713,2.6928745500421,30.3300231639878,29.1001031351815,0.72680989027265,0,1
42.5,2,UAV,41.7214829840149,1.91736485574748,55.8283652157451,49.2408831440774,3.41060130250757,0,2
42.5,2,UAV,16,-3.10300164692442,54.0119126478286,9.3826971413188,0.7,1,0
42.5,3,UAV,41.7810016082539,-1.80148086397872,30.4470254654207,29.3257726203607,0.721788721239938,0,1
42.5,3,UAV,26.1441471739519,-0.921624350241466,55.8048434415359,49.1739740890923,3.39061971241515,0,2
42.5,4,UGV,27.5046477532332,-0.616558079336975,30.4403134682267,29.0959759973409,0.795221502548714,0,1
42.5,4,UGV,22,0.356998353075593,28.6129001936238,52.688195211342,1.4,1,0
42.5,5,UGV,44.3122640718891,-2.77949218778037,30.5611726825872,29.3028557458856,0.849379652731252,0,1
42.5,5,UGV,16.8082359991539,2.89953485053557,55.6817783134059,49.0289500357321,3.31714075395082,0,2
42.5,6,UGV,25.9758302495816,1.93721353099603,30.6935670916762,29.2514754948631,0.643763759004582,0,1
